0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 16, 80, 32, 0, 0, 0, 0, 0, 16, 80, 64, 0, 0, 0, 0, 0,
0, 0, 0, 0, 20, 100, 64, 0, 0, 0, 0, 0, 20, 100, 80, 0, 0, 0, 0, 0,
0, 0, 0, 0, 12, 92, 88, 8, 0, 0, 0, 0, 20, 100, 80, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 72, 100, 44, 0, 0, 0, 0, 44, 100, 72, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 24, 100, 76, 0, 0, 0, 0, 76, 100, 40, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 76, 100, 24, 0, 0, 8, 100, 100, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 44, 100, 72, 0, 0, 56, 100, 68, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 8, 88, 100, 28, 12, 92, 96, 16, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 48, 100, 60, 52, 100, 64, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 100, 100, 16, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 68, 100, 100, 68, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 8, 40, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
